Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Regulation Of TP53 Degradation R-HSA-6804757,4/36,2.6215669803211103e-6,6.518168810162033e-5,0,0,49.785,639.8237930020133,PPP2CB;CDK1;TP53;MTOR
Mitotic G1 Phase And G1/S Transition R-HSA-453279,6/147,2.74838169151358e-6,6.53636863155621e-5,0,0,17.55762411347518,224.81656803084277,RB1;RBL2;PPP2CB;CDK7;CDK1;CDC25A
Regulation Of TP53 Expression And Degradation R-HSA-6806003,4/37,2.9334648248597256e-6,6.685855246659458e-5,0,0,48.27393939393939,614.977465701497,PPP2CB;CDK1;TP53;MTOR
Signaling By RAF1 Mutants R-HSA-9656223,4/38,3.2720333619200285e-6,7.159208995881022e-5,0,0,46.85176470588235,591.7424238936626,RAP1B;FGA;MAP2K1;CAMK2G
Gene Expression (Transcription) R-HSA-74160,15/1449,4.316514160468941e-6,9.04011711554742e-5,0,0,4.96513249651325,61.33459149774903,RB1;H2BC3;CDC25C;FOXO3;ESR1;MTOR;RBL2;PPP2CB;NR4A1;CDK7;H3C13;ERBB2;CDK1;TP53;CAMK2G
Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955,4/41,4.462215029612072e-6,9.04011711554742e-5,0,0,43.04648648648649,530.3269139382191,RAP1B;FGA;MAP2K1;CAMK2G
Condensation Of Prophase Chromosomes R-HSA-2299718,4/43,5.416073262819622e-6,1.0580685981294046e-4,0,0,40.8348717948718,495.1693516588297,RB1;H3C13;H2BC3;CDK1
Cyclin D Associated Events In G1 R-HSA-69231,4/47,7.765565437276985e-6,1.4263392644701668e-4,0,0,37.02883720930232,435.6743107189521,RB1;RBL2;PPP2CB;CDK7
Cell Cycle Checkpoints R-HSA-69620,7/271,7.977959928106418e-6,1.4263392644701668e-4,0,0,11.10364281108962,130.34375121514148,PPP2CB;H2BC3;CDK1;CDC25C;TP53;CENPA;CDC25A
Immune System R-HSA-168256,17/1943,8.08345835440131e-6,1.4263392644701668e-4,0,0,4.298784766074486,50.40622082301679,VASP;FGA;MAP2K1;ANXA1;C1R;FOXO3;MTOR;RAP1B;PPP2CB;PFKL;H3C13;PRKACG;RPS6KA1;CD27;TP53;CAMK2G;EIF4E
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,4/49,9.187767509359671e-6,1.525108653454651e-4,0,0,35.379555555555555,410.31926297518726,RBL2;CDK1;CDC25C;TP53
MAPK1/MAPK3 Signaling R-HSA-5684996,7/277,9.200838311518004e-6,1.525108653454651e-4,0,0,10.853585500394011,125.86052137297412,RAP1B;FGA;PPP2CB;MAP2K1;ERBB2;CDK1;CAMK2G
Mitotic Prophase R-HSA-68875,5/112,1.279217637388635e-5,1.9992344218616663e-4,0,0,18.919511729925617,213.16002377461515,RB1;PPP2CB;H3C13;H2BC3;CDK1
MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,5/112,1.279217637388635e-5,1.9992344218616663e-4,0,0,18.919511729925617,213.16002377461515,FGA;PPP2CB;MAP2K1;RPS6KA1;TP53
Signaling By BRAF And RAF1 Fusions R-HSA-6802952,4/62,2.357033247981355e-5,3.534318459257637e-4,0,0,27.431724137931035,292.29933278180096,RAP1B;FGA;MAP2K1;CAMK2G
Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803,3/21,2.3906724495892608e-5,3.534318459257637e-4,0,0,65.12418300653594,693.0092755644479,CDC25C;FOXO3;CDC25A
Signaling By Interleukins R-HSA-449147,8/453,2.717271659341574e-5,3.87509465741256e-4,0,0,7.621299462628237,80.12498595395527,RAP1B;PPP2CB;MAP2K1;ANXA1;H3C13;RPS6KA1;FOXO3;TP53
E2F Mediated Regulation Of DNA Replication R-HSA-113510,3/22,2.76286456378592e-5,3.87509465741256e-4,0,0,61.69349845201239,647.57551940516,RB1;PPP2CB;CDK1
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,5/140,3.755266771801947e-5,5.135327310439163e-4,0,0,14.974300831443689,152.58462355031946,FGA;PPP2CB;MAP2K1;RPS6KA1;TP53
Transcriptional Regulation By TP53 R-HSA-3700989,7/354,4.4433424720908914e-5,5.928069103009068e-4,0,0,8.412103746397694,84.30205384601058,RBL2;PPP2CB;CDK7;CDK1;CDC25C;TP53;MTOR
G2/M Checkpoints R-HSA-69481,5/148,4.897089856257623e-5,6.377876550887904e-4,0,0,14.130869130869131,140.23876327090272,H2BC3;CDK1;CDC25C;TP53;CDC25A
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,8/496,5.164463663303946e-5,6.461780636397746e-4,0,0,6.934426229508197,68.450582625392,RAP1B;PPP2CB;MAP2K1;PRKACG;RPS6KA1;ERBB2;ESR1;MTOR
G0 And Early G1 R-HSA-1538133,3/27,5.197776014652666e-5,6.461780636397746e-4,0,0,48.82843137254902,481.6775642813018,RBL2;CDK1;CDC25A
G2/M DNA Damage Checkpoint R-HSA-69473,4/77,5.549248819159771e-5,6.745420231289766e-4,0,0,21.7786301369863,213.41452218943027,H2BC3;CDK1;CDC25C;TP53
Oncogenic MAPK Signaling R-HSA-6802957,4/78,5.837547473476775e-5,6.941605365199556e-4,0,0,21.483243243243244,209.431861088996,RAP1B;FGA;MAP2K1;CAMK2G
G1/S-Specific Transcription R-HSA-69205,3/29,6.468471964071802e-5,7.528200349675054e-4,0,0,45.067873303167424,434.7240549593,RBL2;CDK1;CDC25A
M Phase R-HSA-68886,7/380,6.944392457913388e-5,7.913713905163799e-4,0,0,7.815355655695625,74.83195984353958,RB1;PPP2CB;H3C13;H2BC3;CDK1;NEK2;CENPA
Cyclin E Associated Events During G1/S Transition R-HSA-69202,4/82,7.101006813328604e-5,7.927042299777033e-4,0,0,20.3774358974359,194.65930542836236,RB1;RBL2;CDK7;CDC25A
Toll-like Receptor Cascades R-HSA-168898,5/162,7.523100403864579e-5,8.207507716190684e-4,0,0,12.861692447679708,122.12108971879849,FGA;PPP2CB;MAP2K1;RPS6KA1;TP53
Neuronal System R-HSA-112316,7/386,7.660464843636836e-5,8.207507716190684e-4,0,0,7.689271880087577,72.87009773532044,KCNB1;PRKACG;CACNA2D1;RPS6KA1;KCNA2;KCNA3;CAMK2G
Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,4/84,7.802383934952753e-5,8.207507716190684e-4,0,0,19.866,187.9024844222236,RB1;RBL2;CDK7;CDC25A
Cellular Senescence R-HSA-2559583,5/165,8.205077164274077e-5,8.468258884637585e-4,0,0,12.618622448979592,118.71817464202935,RB1;H3C13;H2BC3;RPS6KA1;TP53
RAF Activation R-HSA-5673000,3/32,8.730265461115491e-5,8.717920922132499e-4,0,0,40.39959432048681,377.5798478482845,PPP2CB;MAP2K1;CAMK2G
RAF/MAP Kinase Cascade R-HSA-5673001,6/271,8.765734016769423e-5,8.717920922132499e-4,0,0,9.283490566037736,86.72706704243019,RAP1B;FGA;PPP2CB;MAP2K1;ERBB2;CAMK2G
Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948,3/33,9.584978061048583e-5,9.36246964177424e-4,0,0,39.05098039215687,361.3281144382021,RAP1B;FGA;MAP2K1
MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,4/96,1.311542474783222e-4,0.001258620585449864,0,0,17.264347826086958,154.32836120975313,PPP2CB;MAP2K1;RPS6KA1;TP53
MAP2K And MAPK Activation R-HSA-5674135,3/37,1.354635173682446e-4,0.0012775611034556865,0,0,34.449826989619375,306.83800146502136,RAP1B;FGA;MAP2K1
Ovarian Tumor Domain Proteases R-HSA-5689896,3/39,1.5872402611939582e-4,0.0014550103223204538,0,0,32.532679738562095,284.6070589086672,CDK1;ESR1;TP53
TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,4/101,1.5959893846293825e-4,0.0014550103223204538,0,0,16.370309278350515,143.12310157439435,PPP2CB;MAP2K1;RPS6KA1;TP53
MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,4/102,1.657823674426373e-4,0.001471234841257947,0,0,16.202448979591836,141.03963960469565,PPP2CB;MAP2K1;RPS6KA1;TP53
Amine Ligand-Binding Receptors R-HSA-375280,3/40,1.7126647861235585e-4,0.001471234841257947,0,0,31.65182829888712,274.4938296061941,CHRM1;CHRM4;CHRM5
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,4/103,1.7213716607039967e-4,0.001471234841257947,0,0,16.037979797979798,139.00468197270968,PPP2CB;MAP2K1;RPS6KA1;TP53
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,4/103,1.7213716607039967e-4,0.001471234841257947,0,0,16.037979797979798,139.00468197270968,PPP2CB;MAP2K1;RPS6KA1;TP53
Integration Of Energy Metabolism R-HSA-163685,4/105,1.8537219531338683e-4,0.0015599783205603476,0,0,15.71881188118812,135.07402795315318,PPP2CB;MARCKS;KCNB1;PRKACG
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,4/106,1.9225811730974157e-4,0.0015934119722489184,0,0,15.563921568627451,133.1753676598531,PPP2CB;MAP2K1;RPS6KA1;TP53
MyD88-independent TLR4 Cascade R-HSA-166166,4/107,1.99326791310776e-4,0.0016273396245820066,0,0,15.412038834951456,131.31927733074235,PPP2CB;MAP2K1;RPS6KA1;TP53
Voltage Gated Potassium Channels R-HSA-1296072,3/43,2.127063548179621e-4,0.001711034942432725,0,0,29.273529411764702,247.5251955555713,KCNB1;KCNA2;KCNA3
GPCR Downstream Signaling R-HSA-388396,8/619,2.3838983242528944e-4,0.0018898440338642511,0,0,5.50345122037999,45.90760671219674,PPP2CB;CHRM1;ANXA1;CHRM4;PRKACG;CHRM5;RPS6KA1;CAMK2G
AKT Phosphorylates Targets In Nucleus R-HSA-198693,2/10,3.175455329863666e-4,0.0024124639797714243,0,0,95.85576923076924,772.1076136521657,NR4A1;FOXO3
MAPK3 (ERK1) Activation R-HSA-110056,2/10,3.175455329863666e-4,0.0024124639797714243,0,0,95.85576923076924,772.1076136521657,MAP2K1;CDK1
MASTL Facilitates Mitotic Progression R-HSA-2465910,2/10,3.175455329863666e-4,0.0024124639797714243,0,0,95.85576923076924,772.1076136521657,PPP2CB;CDK1
"Regulation Of Glycolysis By Fructose 2,6-Bisphosphate Metabolism R-HSA-9634600",2/12,4.641239039697884e-4,0.0034777503489243048,0,0,76.67692307692307,588.5229121650322,PPP2CB;PRKACG
Signaling By GPCR R-HSA-372790,8/689,4.882812554280867e-4,0.003609322252961668,0,0,4.91987486432995,37.51217124540565,PPP2CB;CHRM1;ANXA1;CHRM4;PRKACG;CHRM5;RPS6KA1;CAMK2G
RNA Polymerase I Promoter Escape R-HSA-73772,3/59,5.434871479572364e-4,0.003839951047899783,0,0,20.892857142857142,157.06214755785058,CDK7;H3C13;H2BC3
Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035,2/13,5.475615753860751e-4,0.003839951047899783,0,0,69.7027972027972,523.4704909315706,CDK1;CDC25C
TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910,2/13,5.475615753860751e-4,0.003839951047899783,0,0,69.7027972027972,523.4704909315706,ERBB2;ESR1
Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1 R-HSA-113501,2/13,5.475615753860751e-4,0.003839951047899783,0,0,69.7027972027972,523.4704909315706,RB1;PPP2CB
Post NMDA Receptor Activation Events R-HSA-438064,3/61,5.993951838136862e-4,0.00409836456932608,0,0,20.17038539553753,149.65597844366508,PRKACG;RPS6KA1;CAMK2G
DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,3/61,5.993951838136862e-4,0.00409836456932608,0,0,20.17038539553753,149.65597844366508,RB1;H2BC3;TP53
Pre-NOTCH Transcription And Translation R-HSA-1912408,3/62,6.286745850183041e-4,0.004143192747048341,0,0,19.82751744765703,146.1664121873704,H3C13;H2BC3;TP53
RHO GTPases Activate PKNs R-HSA-5625740,3/62,6.286745850183041e-4,0.004143192747048341,0,0,19.82751744765703,146.1664121873704,H3C13;H2BC3;CDC25C
MAP Kinase Activation R-HSA-450294,3/62,6.286745850183041e-4,0.004143192747048341,0,0,19.82751744765703,146.1664121873704,PPP2CB;MAP2K1;RPS6KA1
GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194,2/15,7.345555571872974e-4,0.004727081056252373,0,0,58.97337278106509,425.56630208545965,RAP1B;FGA
p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708,2/15,7.345555571872974e-4,0.004727081056252373,0,0,58.97337278106509,425.56630208545965,RAP1B;FGA
RHO GTPase Effectors R-HSA-195258,5/269,7.830790302299866e-4,0.004980746855067473,0,0,7.607452071737786,54.41060398271134,PPP2CB;H3C13;H2BC3;CDC25C;CENPA
Polo-like Kinase Mediated Events R-HSA-156711,2/16,8.380409440356887e-4,0.005104604301509203,0,0,54.75824175824176,387.9316753410176,CDC25C;CDC25A
Rap1 Signaling R-HSA-392517,2/16,8.380409440356887e-4,0.005104604301509203,0,0,54.75824175824176,387.9316753410176,RAP1B;PRKACG
Transcription Of E2F Targets Under Negative Control By P107 (RBL1) And P130 (RBL2) In Complex With HDAC1 R-HSA-1362300,2/16,8.380409440356887e-4,0.005104604301509203,0,0,54.75824175824176,387.9316753410176,RBL2;CDK1
Regulation Of TP53 Activity R-HSA-5633007,4/157,8.51733122201485e-4,0.005104604301509203,0,0,10.349281045751631,73.15117449228809,PPP2CB;CDK1;TP53;MTOR
Glycolysis R-HSA-70171,3/69,8.59406908989732e-4,0.005104604301509203,0,0,17.718360071301248,125.07865310256418,PPP2CB;PFKL;PRKACG
Interleukin-17 Signaling R-HSA-448424,3/69,8.59406908989732e-4,0.005104604301509203,0,0,17.718360071301248,125.07865310256418,PPP2CB;MAP2K1;RPS6KA1
Hemostasis R-HSA-109582,7/576,8.678760512620765e-4,0.005104604301509203,0,0,5.071944060127884,35.75447515085943,RAP1B;FGA;PPP2CB;H3C13;PRKACG;PDE5A;TP53
Deubiquitination R-HSA-5688426,5/279,9.221915014204956e-4,0.00534671751045721,0,0,7.326083718158796,51.20022365754,H2BC3;CDK1;TP53;ESR1;CDC25A
S Phase R-HSA-69242,4/161,9.3534820473278e-4,0.00534671751045721,0,0,10.083566878980893,70.32876172465515,RB1;RBL2;CDK7;CDC25A
FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828,2/17,9.481382056935088e-4,0.00534671751045721,0,0,51.1051282051282,355.7433227832543,RBL2;FOXO3
Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,2/17,9.481382056935088e-4,0.00534671751045721,0,0,51.1051282051282,355.7433227832543,RB1;TP53
Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,3/74,0.0010532263323694356,0.00581934145258668,0,0,16.466445733222866,112.89225801743812,PRKACG;RPS6KA1;CAMK2G
NoRC Negatively Regulates rRNA Expression R-HSA-427413,3/74,0.0010532263323694356,0.00581934145258668,0,0,16.466445733222866,112.89225801743812,CDK7;H3C13;H2BC3
Regulation Of Insulin Secretion R-HSA-422356,3/77,0.0011817409235949689,0.006371091335300287,0,0,15.796502384737678,106.4805351789864,MARCKS;KCNB1;PRKACG
Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941,3/77,0.0011817409235949689,0.006371091335300287,0,0,15.796502384737678,106.4805351789864,CDK7;H3C13;H2BC3
Transcription Of E2F Targets Under Negative Control By DREAM Complex R-HSA-1362277,2/19,0.0011880280003667813,0.006371091335300287,0,0,45.088235294117645,303.6900273416844,RBL2;CDC25A
Pre-NOTCH Expression And Processing R-HSA-1912422,3/78,0.0012266757695145692,0.006451842749273745,0,0,15.585098039215689,104.47388484707804,H3C13;H2BC3;TP53
RNA Polymerase I Promoter Clearance R-HSA-73854,3/78,0.0012266757695145692,0.006451842749273745,0,0,15.585098039215689,104.47388484707804,CDK7;H3C13;H2BC3
Amyloid Fiber Formation R-HSA-977225,3/79,0.0012726750607539453,0.006567483568230265,0,0,15.379256965944272,102.52788117796472,FGA;H3C13;H2BC3
RNA Polymerase I Transcription R-HSA-73864,3/79,0.0012726750607539453,0.006567483568230265,0,0,15.379256965944272,102.52788117796472,CDK7;H3C13;H2BC3
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,3/81,0.0013679049969355808,0.006992934890876286,0,0,14.98340874811463,98.80771303890248,H3C13;H2BC3;RPS6KA1
TP53 Regulates Transcription Of Additional Cell Cycle Genes With Uncertain Roles In P53 Pathway R-HSA-6804115,2/21,0.0014539455822740843,0.007363965125036335,0,0,40.33805668016194,263.5476577125423,CDC25C;TP53
G Alpha (I) Signaling Events R-HSA-418594,5/312,0.0015139663668674354,0.00759761103372924,0,0,6.5276208203150965,42.38398780659462,PPP2CB;ANXA1;CHRM4;PRKACG;CAMK2G
Mitotic Prometaphase R-HSA-68877,4/186,0.0015935195362696236,0.007867821715140133,0,0,8.687472527472528,55.96304882874485,PPP2CB;CDK1;NEK2;CENPA
ERK/MAPK Targets R-HSA-198753,2/22,0.0015965780811344696,0.007867821715140133,0,0,38.31923076923077,246.7717321748194,PPP2CB;RPS6KA1
ESR-mediated Signaling R-HSA-8939211,4/188,0.0016571566484326213,0.00806159451621034,0,0,8.592173913043478,55.012699554251626,H3C13;H2BC3;FOXO3;ESR1
Innate Immune System R-HSA-168249,9/1035,0.0016701123024465882,0.00806159451621034,0,0,3.688109161793372,23.584958010982696,RAP1B;FGA;PPP2CB;MAP2K1;PFKL;C1R;PRKACG;RPS6KA1;TP53
APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,3/87,0.0016801129339085537,0.00806159451621034,0,0,13.908963585434174,88.86289768671406,RB1;CDK1;NEK2
Opioid Signaling R-HSA-111885,3/88,0.0017361096774850563,0.008231471687015664,0,0,13.744636678200692,87.36240183368733,PPP2CB;PRKACG;CAMK2G
RAF-independent MAPK1/3 Activation R-HSA-112409,2/23,0.001745613739842444,0.008231471687015664,0,0,36.49267399267399,231.752166218624,MAP2K1;CDK1
Glucose Metabolism R-HSA-70326,3/89,0.001793261921908923,0.008383882660548557,0,0,13.584131326949384,85.9022295713123,PPP2CB;PFKL;PRKACG
MAPK6/MAPK4 Signaling R-HSA-5687128,3/90,0.00185157826534906,0.008583163653779114,0,0,13.42731575388776,84.480869278287,PRKACG;CDK1;FOXO3
DARPP-32 Events R-HSA-180024,2/24,0.001901018240228249,0.008665474811707102,0,0,34.83216783216783,218.23626682147088,PPP2CB;PRKACG
mTORC1-mediated Signaling R-HSA-166208,2/24,0.001901018240228249,0.008665474811707102,0,0,34.83216783216783,218.23626682147088,EIF4E;MTOR
Oxidative Stress Induced Senescence R-HSA-2559580,3/93,0.002033596518985928,0.009193200792440518,0,0,12.977777777777778,80.43560959243626,H3C13;H2BC3;TP53
Developmental Biology R-HSA-1266738,9/1073,0.0021382083629319683,0.00958688503708022,0,0,3.549248120300752,21.82002150412533,VASP;MAP2K1;H3C13;PRKACG;H2BC3;RPS6KA1;ERBB2;DCX;FOXO3
Transcriptional Regulation By RUNX1 R-HSA-8878171,4/204,0.002231333661600401,0.00992308547069447,0,0,7.8984,48.22096271087017,CDK7;H3C13;H2BC3;ESR1
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236,3/98,0.00236101878717659,0.010415139327303183,0,0,12.291640866873063,74.34798181102396,CDK7;H3C13;H2BC3
CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742,2/27,0.002405103597341798,0.01044120371226955,0,0,30.647692307692303,184.81055875222285,RPS6KA1;CAMK2G
Integrin Signaling R-HSA-354192,2/27,0.002405103597341798,0.01044120371226955,0,0,30.647692307692303,184.81055875222285,RAP1B;FGA
L1CAM Interactions R-HSA-373760,3/99,0.0024301842046651166,0.010467013857888336,0,0,12.16299019607843,73.21862510371197,MAP2K1;RPS6KA1;DCX
G Alpha (Q) Signaling Events R-HSA-416476,4/212,0.0025643944803848146,0.01095877953726948,0,0,7.591538461538462,45.29136820989699,CHRM1;ANXA1;CHRM5;RPS6KA1
Potassium Channels R-HSA-1296071,3/102,0.0026451820800154568,0.011216392230763216,0,0,11.79263220439691,69.9894534650505,KCNB1;KCNA2;KCNA3
Axon Guidance R-HSA-422475,6/519,0.002667425698852273,0.01122370659440149,0,0,4.735136452241715,28.063455871728557,VASP;MAP2K1;PRKACG;RPS6KA1;ERBB2;DCX
"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",3/106,0.002949629109110639,0.01210456201528527,0,0,11.332381496287836,66.02331407079404,PPP2CB;ERBB2;ESR1
Resolution Of Sister Chromatid Cohesion R-HSA-2500257,3/106,0.002949629109110639,0.01210456201528527,0,0,11.332381496287836,66.02331407079404,PPP2CB;CDK1;CENPA
Activation Of BH3-only Proteins R-HSA-114452,2/30,0.0029652857587718945,0.01210456201528527,0,0,27.35989010989011,159.25595242218557,BAD;TP53
MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,2/30,0.0029652857587718945,0.01210456201528527,0,0,27.35989010989011,159.25595242218557,PPP2CB;RPS6KA1
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,3/107,0.0030289650744002505,0.012272917745903238,0,0,11.222850678733032,65.08730720156075,ANXA1;FOXO3;TP53
Cellular Responses To Stress R-HSA-2262752,7/722,0.003143598362320783,0.012643737530804914,0,0,4.0058622228835,23.08332903758854,RB1;H3C13;H2BC3;RPS6KA1;TP53;CAMK2G;MTOR
RNA Polymerase I Promoter Opening R-HSA-73728,2/32,0.003369457930597071,0.013453237138953269,0,0,25.53333333333333,145.3613534547405,H3C13;H2BC3
Nervous System Development R-HSA-9675108,6/545,0.0033953356623193814,0.013458323241222475,0,0,4.50069573283859,25.588042426167934,VASP;MAP2K1;PRKACG;RPS6KA1;ERBB2;DCX
Cellular Responses To Stimuli R-HSA-8953897,7/736,0.003495321969714777,0.013754972067870382,0,0,3.926071855937892,22.20715717517468,RB1;H3C13;H2BC3;RPS6KA1;TP53;CAMK2G;MTOR
Negative Regulation Of PI3K/AKT Network R-HSA-199418,3/113,0.00353260376693805,0.01379310356274259,0,0,10.607486631016044,59.88690015339679,PPP2CB;ERBB2;ESR1
