Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
cell-cell adhesion mediator activity (GO:0098632),1/42,0.10744728772228491,0.1617613012961872,0,0,9.160147261849977,20.434043374832477,ANXA1
guanyl ribonucleotide binding (GO:0032561),2/214,0.11371258442239655,0.16892680952286548,0,0,3.580188679245283,7.783620912224783,RAP1B;PDE5A
copper ion binding (GO:0005507),1/45,0.1146729436907043,0.16892680952286548,0,0,8.534305317324185,18.482498984150983,TP53
sequence-specific DNA binding (GO:0043565),4/707,0.1231414078289212,0.17947205183576814,0,0,2.1898150782361308,4.586396715525067,NR4A1;ERF;FOXO3;ESR1
calcium-dependent phospholipid binding (GO:0005544),1/50,0.1265883240687765,0.18198330205581387,0,0,7.661532537543319,15.834970375184442,ANXA1
purine ribonucleoside triphosphate binding (GO:0035639),3/460,0.12752114596611774,0.18198330205581387,0,0,2.5085596601879265,5.166311083260696,RAP1B;BCKDK;PFKL
receptor tyrosine kinase binding (GO:0030971),1/56,0.14067914651365568,0.19869116569454465,0,0,6.823670668953688,13.383084716807277,TP53
transmembrane receptor protein kinase activity (GO:0019199),1/60,0.14994882131606077,0.20750493454848812,0,0,6.359769747361688,12.067416554890574,ERBB2
transmembrane receptor protein tyrosine kinase activity (GO:0004714),1/60,0.14994882131606077,0.20750493454848812,0,0,6.359769747361688,12.067416554890574,ERBB2
"DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)",2/256,0.15190206625564956,0.20810583077023992,0,0,2.98182919442762,5.6193145670164935,ERF;FOXO3
SH3 domain binding (GO:0017124),1/62,0.15454678410953343,0.20963276656441665,0,0,6.150634085988246,11.484823277475584,VASP
protein kinase activator activity (GO:0030295),1/63,0.15683660288249493,0.2106530842637432,0,0,6.051125989044431,11.21001805928369,MAP2K1
ubiquitin protein ligase binding (GO:0031625),2/265,0.1603949433125874,0.21334084693033475,0,0,2.878473237788828,5.267940243326249,RB1;TP53
GDP binding (GO:0019003),1/67,0.1659351647622365,0.21858766896563844,0,0,5.683247570040023,10.208011388204676,RAP1B
ATP binding (GO:0005524),2/278,0.17281512167055557,0.22548258732253443,0,0,2.74108138238573,4.812058594332781,BCKDK;PFKL
ubiquitin-like protein ligase binding (GO:0044389),2/282,0.17666943702326102,0.22684760322341843,0,0,2.7013736263736265,4.682763322714012,RB1;TP53
protein tyrosine kinase binding (GO:1990782),1/72,0.1771729455832538,0.22684760322341843,0,0,5.28169014084507,9.140645755790116,TP53
RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978),5/1149,0.19725217021230387,0.2479224524686755,0,0,1.677072927072927,2.722346056062249,AR;NR4A1;FOXO3;TP53;ESR1
cis-regulatory region sequence-specific DNA binding (GO:0000987),5/1149,0.19725217021230387,0.2479224524686755,0,0,1.677072927072927,2.722346056062249,AR;NR4A1;FOXO3;TP53;ESR1
adenyl ribonucleotide binding (GO:0032559),2/306,0.2000660123863701,0.24917312451757,0,0,2.485070850202429,3.998747149448153,BCKDK;PFKL
calcium channel activity (GO:0005262),1/84,0.20354081521299808,0.2512170421998265,0,0,4.51534439645374,7.187925847991766,CACNA2D1
mRNA 3'-UTR binding (GO:0003730),1/85,0.2057003218403385,0.2516155722511284,0,0,4.4613656783468105,7.054913327861288,TP53
cadherin binding (GO:0045296),2/322,0.21587114774347704,0.2617198870872244,0,0,2.3588942307692307,3.6163584409511222,VASP;ANXA1
histone deacetylase binding (GO:0042826),1/93,0.2227707347342889,0.2677157075315577,0,0,4.071780147662018,6.114234467493096,TP53
cation channel activity (GO:0005261),1/98,0.23325634531533676,0.2778792983321838,0,0,3.8609219996109703,5.6200246083287,KCNA2
calcium ion binding (GO:0005509),2/348,0.24178974580346133,0.2855620273713293,0,0,2.178746109381948,3.093136981930096,ANXA1;C1R
serine-type endopeptidase activity (GO:0004252),1/105,0.24770329237259123,0.2900457355132051,0,0,3.5997822931785195,5.023581327863361,C1R
protein tyrosine kinase activity (GO:0004713),1/108,0.25381274145450977,0.29468089473955794,0,0,3.498324810439076,4.796757877346515,ERBB2
double-stranded DNA binding (GO:0003690),3/651,0.25687435564514555,0.29572930019651206,0,0,1.7518155410312273,2.381011979440687,NR4A1;FOXO3;ESR1
protease binding (GO:0002020),1/118,0.2738279567355554,0.31262025060642573,0,0,3.1977100467666504,4.14185077378919,TP53
serine-type peptidase activity (GO:0008236),1/125,0.28752410838833287,0.32554382520001324,0,0,3.0161290322580645,3.759449710134971,C1R
small GTPase binding (GO:0031267),1/175,0.37824622120999735,0.4247519041456528,0,0,2.144003469963132,2.08442143462703,RAF1
actin binding (GO:0003779),1/177,0.381628795033522,0.4250662188584757,0,0,2.11942538593482,2.0416570634874813,ADD2
GTP binding (GO:0005525),1/189,0.4015481994798117,0.4436459945865661,0,0,1.9829385788839824,1.809288095265265,RAP1B
metal ion binding (GO:0046872),2/517,0.4087128109246906,0.447949240773461,0,0,1.451157580283794,1.29841242419501,ANXA1;C1R
GTPase binding (GO:0051020),1/201,0.4208374503574079,0.4575772277695625,0,0,1.862830188679245,1.61229559245729,RAF1
GTPase activity (GO:0003924),1/216,0.4440926180523509,0.4790605407336384,0,0,1.7315489249670908,1.4055365973075582,RAP1B
microtubule binding (GO:0008017),1/232,0.4678880922093614,0.5007864736928321,0,0,1.610307931062648,1.2230709523873768,DCX
mRNA binding (GO:0003729),1/263,0.5111814656591923,0.5428826418241035,0,0,1.417542848912574,0.951214675368232,TP53
protein homodimerization activity (GO:0042803),2/636,0.5159412481072287,0.5437226999283872,0,0,1.1715603008978404,0.7752945333173774,CAMK2G;ADD2
nucleoside-triphosphatase activity (GO:0017111),1/278,0.5308695342257318,0.5551841693811088,0,0,1.3397588720114433,0.8483875498456699,RAP1B
G protein-coupled receptor activity (GO:0004930),1/283,0.5372576223710036,0.5576082898850567,0,0,1.3156697444132208,0.817396083056755,GPR6
tubulin binding (GO:0015631),1/307,0.5667512992538773,0.5837964511111369,0,0,1.2110001233197685,0.6876478882536615,DCX
endopeptidase activity (GO:0004175),1/315,0.5761662742390194,0.5890655191846691,0,0,1.1796659055401997,0.6504194014961536,C1R
zinc ion binding (GO:0008270),1/336,0.5999355910334118,0.6088235257153882,0,0,1.1045339341030695,0.564342812038921,TP53
transition metal ion binding (GO:0046914),1/445,0.7037928824962,0.7089678301616132,0,0,0.8287438381778004,0.29111381527145186,TP53
RNA binding (GO:0003723),1/1406,0.9805820107198604,0.9805820107198604,0,0,0.2489894581346941,0.004882433066965884,EIF4E
