Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Insulin signaling pathway,7/137,8.212378823995972e-8,7.603143435523841e-7,0,0,22.70245499181669,370.3914185028143,GYS2;MAP2K1;BAD;PRKACG;RAF1;EIF4E;MTOR
Bladder cancer,5/41,8.260092026439563e-8,7.603143435523841e-7,0,0,56.43424036281179,920.399853327517,RB1;MAP2K1;ERBB2;RAF1;TP53
MAPK signaling pathway,9/294,8.447937150582046e-8,7.603143435523841e-7,0,0,13.79719298245614,224.71154948405504,RAP1B;NR4A1;MAP2K1;PRKACG;CACNA2D1;RPS6KA1;ERBB2;RAF1;TP53
ErbB signaling pathway,6/85,1.0805874509246809e-7,9.26217815078298e-7,0,0,31.435126582278478,504.2380029334293,MAP2K1;BAD;ERBB2;RAF1;CAMK2G;MTOR
Breast cancer,7/147,1.331576341877438e-7,1.0894715524451764e-6,0,0,21.070212765957447,333.5779657198404,RB1;MAP2K1;ERBB2;RAF1;TP53;ESR1;MTOR
Pathways in cancer,11/531,1.419506870314804e-7,1.110918420246368e-6,0,0,9.556618962432916,150.68672377345183,RB1;AR;MAP2K1;BAD;PRKACG;ERBB2;RAF1;TP53;CAMK2G;ESR1;MTOR
Human papillomavirus infection,9/331,2.3084246585203618e-7,1.7313184938902711e-6,0,0,12.188819875776398,186.26382055858696,RB1;RBL2;PPP2CB;MAP2K1;BAD;PRKACG;RAF1;TP53;MTOR
HIF-1 signaling pathway,6/109,4.762080974204816e-7,3.4286983014274674e-6,0,0,24.08131067961165,350.56153454465414,MAP2K1;PFKL;ERBB2;EIF4E;CAMK2G;MTOR
Cholinergic synapse,6/113,5.892772226988824e-7,4.079611541761494e-6,0,0,23.17640186915888,332.4508627586219,MAP2K1;CHRM1;CHRM4;PRKACG;CHRM5;CAMK2G
Alcoholism,7/186,6.579212615383676e-7,4.386141743589118e-6,0,0,16.447046237965054,234.1102260946093,MAP2K1;H3C15;H3C13;H3C14;PRKACG;H2BC3;RAF1
Viral carcinogenesis,7/203,1.1831172382833533e-6,7.6057536746787e-6,0,0,15.00759878419453,204.81407145766784,RB1;RBL2;BAD;PRKACG;H2BC3;CDK1;TP53
Melanoma,5/72,1.4476260272975085e-6,8.985264997019018e-6,0,0,30.27566250380749,407.074010756188,RB1;MAP2K1;BAD;RAF1;TP53
Human immunodeficiency virus 1 infection,7/212,1.5804896440870943e-6,9.482937864522566e-6,0,0,14.342189932537623,191.5797584261649,MAP2K1;BAD;CFL1;CDK1;CDC25C;RAF1;MTOR
MicroRNAs in cancer,8/310,1.704668887202508e-6,9.898077409562947e-6,0,0,11.312410020155486,150.25300985968755,MAP2K1;MARCKS;ERBB2;CDC25C;RAF1;TP53;CDC25A;MTOR
cAMP signaling pathway,7/216,1.789972188155642e-6,9.95123531858925e-6,0,0,14.064847806169194,186.12449781075435,RAP1B;MAP2K1;CHRM1;BAD;PRKACG;RAF1;CAMK2G
Autophagy,6/137,1.8243931417413629e-6,9.95123531858925e-6,0,0,18.907442748091604,249.8479239914547,PPP2CB;MAP2K1;BAD;PRKACG;RAF1;MTOR
Chronic myeloid leukemia,5/76,1.895944934324797e-6,1.003735553466069e-5,0,0,28.56424259844783,376.356553324106,RB1;MAP2K1;BAD;RAF1;TP53
Gastric cancer,6/149,2.9724330452871976e-6,1.5286798518619875e-5,0,0,17.310314685314687,220.2933104104164,RB1;MAP2K1;ERBB2;RAF1;TP53;MTOR
Colorectal cancer,5/86,3.5017796057616127e-6,1.7508898028808064e-5,0,0,25.025195263290502,314.3724904232026,MAP2K1;BAD;RAF1;TP53;MTOR
Cushing syndrome,6/155,3.7355397271699274e-6,1.817289597001586e-5,0,0,16.608221476510067,207.5632117344091,RB1;RAP1B;NR4A1;MAP2K1;PRKACG;CAMK2G
Hepatitis C,6/157,4.022729608259639e-6,1.9055034986493025e-5,0,0,16.38658940397351,203.57961080244425,RB1;PPP2CB;MAP2K1;BAD;RAF1;TP53
Hepatocellular carcinoma,6/168,5.941845525831943e-6,2.7423902426916656e-5,0,0,15.265432098765432,183.69643638666005,RB1;MAP2K1;BAD;RAF1;TP53;MTOR
Fc gamma R-mediated phagocytosis,5/97,6.336200870880731e-6,2.8512903918963288e-5,0,0,22.020851818988465,263.5726666610983,VASP;MAP2K1;MARCKS;CFL1;RAF1
Longevity regulating pathway,5/102,8.105945560225819e-6,3.5587078069284087e-5,0,0,20.88049652850831,244.7802388919661,PRKACG;FOXO3;TP53;EIF4E;MTOR
Chemokine signaling pathway,6/192,1.2745577524436024e-5,5.462390367615438e-5,0,0,13.279569892473118,149.6650845815889,RAP1B;MAP2K1;BAD;PRKACG;RAF1;FOXO3
Focal adhesion,6/201,1.652831934283242e-5,6.918831352813571e-5,0,0,12.660897435897436,139.40199236744724,RAP1B;VASP;MAP2K1;BAD;ERBB2;RAF1
AMPK signaling pathway,5/120,1.7878344629805244e-5,7.3138682576476e-5,0,0,17.596273291925467,192.3610585193273,GYS2;PPP2CB;PFKL;FOXO3;MTOR
Long-term depression,4/60,2.0686235964340364e-5,8.274494385736146e-5,0,0,28.414285714285715,306.47767934487825,PPP2CB;PPP1R17;MAP2K1;RAF1
Regulation of actin cytoskeleton,6/218,2.6131401816090425e-5,1.0225331145426688e-4,0,0,11.63561320754717,122.78332869621556,MAP2K1;CHRM1;CHRM4;CHRM5;CFL1;RAF1
Human cytomegalovirus infection,6/225,3.12036325122305e-5,1.1778605803705272e-4,0,0,11.259703196347033,116.81915091622665,RB1;MAP2K1;PRKACG;RAF1;TP53;MTOR
Systemic lupus erythematosus,5/135,3.1544430777940366e-5,1.1778605803705272e-4,0,0,15.554160125588696,161.2050810175986,H3C15;H3C13;C1R;H3C14;H2BC3
Acute myeloid leukemia,4/67,3.2063982465642127e-5,1.1778605803705272e-4,0,0,25.24825396825397,261.26330673627325,MAP2K1;BAD;RAF1;MTOR
Renal cell carcinoma,4/69,3.602036909984236e-5,1.296733287594325e-4,0,0,24.46892307692308,250.35197505624168,RAP1B;MAP2K1;BAD;RAF1
Prolactin signaling pathway,4/70,3.81272363146753e-5,1.3456671640473637e-4,0,0,24.096969696969698,245.17658611682268,MAP2K1;RAF1;FOXO3;ESR1
Shigellosis,6/246,5.1339936140606295e-5,1.773009156346186e-4,0,0,10.263541666666669,101.3734282756976,H3C15;H3C13;H3C14;FOXO3;TP53;MTOR
Adrenergic signaling in cardiomyocytes,5/150,5.220526960352659e-5,1.773009156346186e-4,0,0,13.934553131597466,137.3992521194717,PPP2CB;PPP1R1A;PRKACG;CACNA2D1;CAMK2G
mTOR signaling pathway,5/154,5.916808775750622e-5,1.9364101447911128e-4,0,0,13.55773181755924,131.98625761046438,MAP2K1;RPS6KA1;RAF1;EIF4E;MTOR
Oxytocin signaling pathway,5/154,5.916808775750622e-5,1.9364101447911128e-4,0,0,13.55773181755924,131.98625761046438,MAP2K1;PRKACG;CACNA2D1;RAF1;CAMK2G
Hepatitis B,5/162,7.523100403864579e-5,2.4181394155279004e-4,0,0,12.861692447679708,122.12108971879849,RB1;MAP2K1;BAD;RAF1;TP53
cGMP-PKG signaling pathway,5/167,8.685526834317974e-5,2.7427979476793603e-4,0,0,12.461577223481983,116.5315409280352,VASP;MAP2K1;BAD;PDE5A;RAF1
Gap junction,4/88,9.354594936602666e-5,2.9031501527387583e-4,0,0,18.91619047619048,175.48659250397716,MAP2K1;PRKACG;CDK1;RAF1
GnRH signaling pathway,4/93,1.1596567910352678e-4,3.5379359726499693e-4,0,0,17.848988764044943,161.75139656679727,MAP2K1;PRKACG;RAF1;CAMK2G
Melanogenesis,4/101,1.5959893846293825e-4,4.787968153888147e-4,0,0,16.370309278350515,143.12310157439435,MAP2K1;PRKACG;RAF1;CAMK2G
Kaposi sarcoma-associated herpesvirus infection,5/193,1.7122135089338915e-4,5.052433305050828e-4,0,0,10.72405557967868,93.00494455997634,RB1;MAP2K1;RAF1;TP53;MTOR
Glucagon signaling pathway,4/107,1.99326791310776e-4,5.786906844506399e-4,0,0,15.412038834951456,131.31927733074235,GYS2;PFKL;PRKACG;CAMK2G
Pathways of neurodegeneration,7/475,0.00027517837871089657,7.862239391739903e-4,0,0,6.1986724859065285,50.81728124710861,MAP2K1;CHRM1;BAD;CHRM5;RAF1;CAMK2G;MTOR
Sphingolipid signaling pathway,4/119,2.994625716427536e-4,8.292809676260868e-4,0,0,13.795478260869563,111.9299041982176,PPP2CB;MAP2K1;RAF1;TP53
"Growth hormone synthesis, secretion and action",4/119,2.994625716427536e-4,8.292809676260868e-4,0,0,13.795478260869563,111.9299041982176,MAP2K1;PRKACG;RAF1;MTOR
Platelet activation,4/124,3.5028125865048333e-4,9.553125235922272e-4,0,0,13.217333333333332,105.16733593487564,RAP1B;VASP;FGA;PRKACG
Ras signaling pathway,5/232,4.004650828729967e-4,0.001075876342046857,0,0,8.864065449968534,69.34255559820218,RAP1B;MAP2K1;BAD;PRKACG;RAF1
FoxO signaling pathway,4/131,4.314258668655734e-4,0.0011420096475853413,0,0,12.484409448818898,96.73438376052852,RBL2;MAP2K1;RAF1;FOXO3
Alzheimer disease,6/369,4.6345682527030126e-4,0.0012020362742672082,0,0,6.743457300275482,51.76815497520017,MAP2K1;CHRM1;BAD;CHRM5;RAF1;MTOR
Calcium signaling pathway,5/240,4.674585511039143e-4,0.0012020362742672082,0,0,8.558836300477639,65.6308674401083,CHRM1;PRKACG;CHRM5;ERBB2;CAMK2G
Apelin signaling pathway,4/137,5.109791323191884e-4,0.0012774478307979711,0,0,11.917593984962409,90.3256114966778,MAP2K1;PRKACG;RAF1;MTOR
Estrogen signaling pathway,4/137,5.109791323191884e-4,0.0012774478307979711,0,0,11.917593984962409,90.3256114966778,MAP2K1;PRKACG;RAF1;ESR1
VEGF signaling pathway,3/59,5.434871479572364e-4,0.0013401052963329116,0,0,20.892857142857142,157.06214755785058,MAP2K1;BAD;RAF1
Apoptosis,4/142,5.848362427644994e-4,0.001422574644562296,0,0,11.482898550724638,85.48074853936357,MAP2K1;BAD;RAF1;TP53
Tight junction,4/169,0.0011196663200611105,0.0026871991681466645,0,0,9.59078787878788,65.16676201287224,VASP;PPP2CB;PRKACG;ERBB2
Transcriptional misregulation in cancer,4/192,0.0017897040689315413,0.00419204085641047,0,0,8.407659574468084,53.18437418678814,H3C15;H3C13;H3C14;TP53
PD-L1 expression and PD-1 checkpoint pathway in cancer,3/89,0.001793261921908923,0.00419204085641047,0,0,13.584131326949384,85.9022295713123,MAP2K1;RAF1;MTOR
Aldosterone synthesis and secretion,3/98,0.00236101878717659,0.005379536477111218,0,0,12.291640866873063,74.34798181102396,NR4A1;PRKACG;CAMK2G
Choline metabolism in cancer,3/98,0.00236101878717659,0.005379536477111218,0,0,12.291640866873063,74.34798181102396,MAP2K1;RAF1;MTOR
Rap1 signaling pathway,4/210,0.002478120452706585,0.0055757710185898165,0,0,7.666019417475728,45.998070482101895,RAP1B;VASP;MAP2K1;RAF1
Lipid and atherosclerosis,4/215,0.002697650323824064,0.00599477849738681,0,0,7.482464454976303,44.261576705232,RAP1B;BAD;TP53;CAMK2G
Human T-cell leukemia virus 1 infection,4/219,0.002882628786630964,0.006327721726750897,0,0,7.3417674418604655,42.94238415014478,RB1;MAP2K1;PRKACG;TP53
"Parathyroid hormone synthesis, secretion and action",3/106,0.002949629109110639,0.006396786019758012,0,0,11.332381496287836,66.02331407079404,MAP2K1;PRKACG;RAF1
Insulin resistance,3/108,0.0031096049416537755,0.006663439160686662,0,0,11.115406162464986,64.17212521604772,GYS2;RPS6KA1;MTOR
Serotonergic synapse,3/113,0.00353260376693805,0.007480807977045282,0,0,10.607486631016044,59.88690015339679,MAP2K1;PRKACG;RAF1
Thyroid cancer,2/37,0.004485466019866562,0.009388184692743967,0,0,21.88021978021978,118.30444220257536,MAP2K1;TP53
Relaxin signaling pathway,3/129,0.005115875703046242,0.010584570420095672,0,0,9.253034547152197,48.813520364788914,MAP2K1;PRKACG;RAF1
Dopaminergic synapse,3/132,0.005453058494504465,0.01115398328421368,0,0,9.036479708162334,47.09432459228409,PPP2CB;PRKACG;CAMK2G
Vascular smooth muscle contraction,3/133,0.005568355292356677,0.011261842164316875,0,0,8.966515837104073,46.54209517874171,MAP2K1;PRKACG;RAF1
Phospholipase D signaling pathway,3/148,0.007475652759211531,0.01495130551842306,0,0,8.032860040567952,39.32971687370552,MAP2K1;RAF1;MTOR
Endocrine and other factor-regulated calcium reabsorption,2/53,0.009028615477782772,0.017858799846163724,0,0,15.003770739064857,70.62809393251956,PRKACG;ESR1
Wnt signaling pathway,3/166,0.01021885061673544,0.019993403380569336,0,0,7.139299891735836,32.72313215453358,PRKACG;TP53;CAMK2G
Tuberculosis,3/180,0.012707418030009843,0.02459500263872873,0,0,6.569956796277833,28.68160208099708,BAD;RAF1;CAMK2G
GnRH secretion,2/64,0.012961623339762796,0.02479979832887725,0,0,12.334987593052109,53.60492452410381,MAP2K1;RAF1
Axon guidance,3/182,0.013088782451351883,0.02479979832887725,0,0,6.495892211633256,28.16618679152545,CFL1;RAF1;CAMK2G
Cortisol synthesis and secretion,2/65,0.013350185600004118,0.02503159800000772,0,0,12.138583638583638,52.39285806360887,NR4A1;PRKACG
Fc epsilon RI signaling pathway,2/68,0.014546008060224129,0.026717157661636157,0,0,11.585081585081586,49.00997728474978,MAP2K1;RAF1
Mitophagy,2/68,0.014546008060224129,0.026717157661636157,0,0,11.585081585081586,49.00997728474978,FOXO3;TP53
Amphetamine addiction,2/69,0.01495456448996044,0.027190117254473525,0,0,11.411595866819749,47.959955677421554,PRKACG;CAMK2G
p53 signaling pathway,2/73,0.016637771492323223,0.0299479886861818,0,0,10.76652221018418,44.10053389696503,CDK1;TP53
Diabetic cardiomyopathy,3/203,0.01748933426983529,0.031169110579904475,0,0,5.807647058823529,23.49869276860356,GYS2;CAMK2G;MTOR
Gastric acid secretion,2/76,0.01795081422272284,0.031370354952331175,0,0,10.328482328482329,41.52173635894564,PRKACG;CAMK2G
Pertussis,2/76,0.01795081422272284,0.031370354952331175,0,0,10.328482328482329,41.52173635894564,C1R;CFL1
B cell receptor signaling pathway,2/81,0.02023343481250457,0.03501940640625791,0,0,9.672346640701072,37.72620320128746,MAP2K1;RAF1
Complement and coagulation cascades,2/85,0.022142344917351207,0.03795830557260207,0,0,9.204355885078776,35.071020755867686,FGA;C1R
Insulin secretion,2/86,0.02263084804050612,0.038429741955576434,0,0,9.094322344322345,34.453306781873835,PRKACG;CAMK2G
Thermogenesis,3/232,0.02477084901629668,0.04167058713021871,0,0,5.064731569483689,18.72982182518469,PRKACG;RPS6KA1;MTOR
Small cell lung cancer,2/92,0.025654523998358342,0.04275753999726391,0,0,8.485470085470086,31.082576873519034,RB1;TP53
Dilated cardiomyopathy,2/96,0.027756622441222227,0.0458366242148624,0,0,8.122749590834697,29.11421557002708,PRKACG;CACNA2D1
Circadian entrainment,2/97,0.028292697945384224,0.04629714209244692,0,0,8.036842105263158,28.652559934038813,PRKACG;CAMK2G
Inflammatory mediator regulation of TRP channels,2/98,0.028832942410493157,0.046756122827826735,0,0,7.952724358974359,28.20224308079517,PRKACG;CAMK2G
Parkinson disease,3/249,0.029692793399079664,0.047720560819949465,0,0,4.710664753706361,16.56670562159662,PRKACG;TP53;CAMK2G
T cell receptor signaling pathway,2/104,0.032160535799861306,0.051229172070575535,0,0,7.482654600301659,25.717997405781645,MAP2K1;RAF1
Leukocyte transendothelial migration,2/114,0.03802332442060594,0.0600368280325357,0,0,6.811126373626373,22.269355743844745,RAP1B;VASP
Natural killer cell mediated cytotoxicity,2/131,0.0488380751277771,0.07644220454782504,0,0,5.908467501490757,17.839111211552154,MAP2K1;RAF1
Yersinia infection,2/137,0.05289243441829148,0.08207446720079713,0,0,5.644159544159544,16.590978573076498,MAP2K1;RPS6KA1
Measles,2/139,0.05426992234060185,0.08349218821631055,0,0,5.561201572150477,16.204146400763,BAD;TP53
Signaling pathways regulating pluripotency of stem cells,2/143,0.05706291045370099,0.08704511764123879,0,0,5.4023458810692855,15.470162676234262,MAP2K1;RAF1
Neuroactive ligand-receptor interaction,3/341,0.06448442362015624,0.097539464299396,0,0,3.412460842325096,9.354686667822175,CHRM1;CHRM4;CHRM5
JAK-STAT signaling pathway,2/162,0.0709835394884448,0.1064753092326672,0,0,4.75625,12.58174268871806,RAF1;MTOR
Amyotrophic lateral sclerosis,3/364,0.07521287395483015,0.11188691993280515,0,0,3.1912986801368746,8.257271091711333,BAD;TP53;MTOR
Pentose phosphate pathway,1/30,0.07796138492038997,0.11502499414483766,0,0,12.958360442420298,33.06379625497651,PFKL
Influenza A,2/172,0.07871187859301404,0.11518811501416688,0,0,4.47420814479638,11.373263504081194,MAP2K1;RAF1
Galactose metabolism,1/31,0.08045462435891494,0.1167889708435862,0,0,12.525786163522012,31.56575680442027,PFKL
Fructose and mannose metabolism,1/33,0.08542126868690271,0.1230066269091399,0,0,11.741745283018869,28.88657396987172,PFKL
Starch and sucrose metabolism,1/36,0.09282190658441714,0.13260272369202447,0,0,10.733692722371968,25.514766917792368,GYS2
Epstein-Barr virus infection,2/202,0.10333556943355528,0.14645986218929094,0,0,3.797307692307693,8.619028867751565,RB1;TP53
Ferroptosis,1/41,0.10502589777658966,0.1476926687483292,0,0,9.389622641509431,21.159968270478103,TP53
Vasopressin-regulated water reabsorption,1/44,0.11227079396310412,0.1566569218089825,0,0,8.733216322948662,19.098160081121275,PRKACG
Basal transcription factors,1/45,0.1146729436907043,0.15877792203328286,0,0,8.534305317324185,18.482498984150983,CDK7
Type II diabetes mellitus,1/46,0.11706871342498994,0.1608577741717419,0,0,8.344234800838574,17.89833543767599,MTOR
Nucleotide excision repair,1/47,0.11945811977341562,0.16289743605465765,0,0,8.162428219852337,17.34344121433972,CDK7
Cocaine addiction,1/49,0.12421790857292912,0.16811446273028,0,0,7.821540880503145,16.313528042717785,PRKACG
Vibrio cholerae infection,1/50,0.1265883240687765,0.17004401740581918,0,0,7.661532537543319,15.834970375184442,PRKACG
Ovarian steroidogenesis,1/51,0.1289524422762036,0.1717350889705656,0,0,7.507924528301887,15.378568956697888,PRKACG
Coronavirus disease,2/232,0.12975540055553847,0.1717350889705656,0,0,3.296989966555184,6.732796843833748,FGA;C1R
Regulation of lipolysis in adipocytes,1/55,0.13834626953351245,0.18176882128490687,0,0,6.950384346610762,13.747829218668,PRKACG
Hedgehog signaling pathway,1/56,0.14067914651365568,0.18349453893085524,0,0,6.823670668953688,13.383084716807277,PRKACG
Salmonella infection,2/249,0.14536312347482055,0.18824001601055895,0,0,3.0674244783556524,5.915590581567088,MAP2K1;RAF1
Herpes simplex virus 1 infection,3/498,0.15108475802911053,0.1942518317517136,0,0,2.31146761734997,4.368475676723974,BAD;TP53;MTOR
Basal cell carcinoma,1/63,0.15683660288249493,0.20021693984999356,0,0,6.051125989044431,11.21001805928369,TP53
Glycolysis / Gluconeogenesis,1/67,0.1659351647622365,0.21034034969860965,0,0,5.683247570040023,10.208011388204676,PFKL
Prion disease,2/273,0.16801816667821062,0.21149139861592944,0,0,2.79236446210616,4.98069349678148,BAD;PRKACG
Adipocytokine signaling pathway,1/69,0.17044823907414808,0.21159091747135625,0,0,5.5155382907880135,9.75877212797992,MTOR
Renin secretion,1/69,0.17044823907414808,0.21159091747135625,0,0,5.5155382907880135,9.75877212797992,PRKACG
Adherens junction,1/71,0.17493734325009064,0.2156761766097008,0,0,5.3574123989218325,9.339723869609994,ERBB2
Thyroid hormone synthesis,1/75,0.18384414020581769,0.22511527372140935,0,0,5.066802651708312,8.581476165166299,PRKACG
Arrhythmogenic right ventricular cardiomyopathy,1/77,0.1882620809769539,0.22896739578278175,0,0,4.932969215491559,8.237665132225366,CACNA2D1
RNA degradation,1/79,0.19265654742302624,0.2327394532627163,0,0,4.805999032414126,7.914741351307627,PFKL
Huntington disease,2/306,0.2000660123863701,0.24007921486364409,0,0,2.485070850202429,3.998747149448153,TP53;MTOR
Taste transduction,1/86,0.20785408138648875,0.2477730771494568,0,0,4.40865704772475,6.92564302052444,PRKACG
Cardiac muscle contraction,1/87,0.210002108814943,0.2486867078071693,0,0,4.35717419921018,6.799970348375583,CACNA2D1
GABAergic synapse,1/89,0.2142810272062562,0.25131710086819514,0,0,4.257718696397942,6.55887478187328,PRKACG
Bile secretion,1/90,0.21641194796983468,0.25131710086819514,0,0,4.209667161331355,6.443196670460662,PRKACG
Hypertrophic cardiomyopathy,1/90,0.21641194796983468,0.25131710086819514,0,0,4.209667161331355,6.443196670460662,CACNA2D1
Morphine addiction,1/91,0.21853719627074508,0.2521583033893212,0,0,4.1626834381551365,6.330604994411687,PRKACG
Salivary secretion,1/93,0.2227707347342889,0.2554059379119236,0,0,4.071780147662018,6.114234467493096,PRKACG
TGF-beta signaling pathway,1/94,0.2248790544166993,0.2561913278164929,0,0,4.027794684520186,6.010245250282423,PPP2CB
Staphylococcus aureus infection,1/95,0.2269817606631972,0.25696048376965724,0,0,3.9847450822962656,5.908921158911916,C1R
mRNA surveillance pathway,1/98,0.23325634531533676,0.2624133884797538,0,0,3.8609219996109703,5.6200246083287,PPP2CB
Amoebiasis,1/102,0.2415447555791644,0.2667365399033717,0,0,3.707266953110405,5.266916012992776,PRKACG
Chagas disease,1/102,0.2415447555791644,0.2667365399033717,0,0,3.707266953110405,5.266916012992776,PPP2CB
Pancreatic secretion,1/102,0.2415447555791644,0.2667365399033717,0,0,3.707266953110405,5.266916012992776,RAP1B
Toll-like receptor signaling pathway,1/104,0.2456559199877992,0.26798827635032635,0,0,3.634914819564023,5.102778558422387,MAP2K1
C-type lectin receptor signaling pathway,1/104,0.2456559199877992,0.26798827635032635,0,0,3.634914819564023,5.102778558422387,RAF1
Th17 cell differentiation,1/107,0.25178168885115515,0.2730162891157104,0,0,3.531505873976504,4.870627760669909,MTOR
TNF signaling pathway,1/112,0.2618829780379357,0.28058890504064543,0,0,3.3715791262961075,4.517435659146221,MAP2K1
Toxoplasmosis,1/112,0.2618829780379357,0.28058890504064543,0,0,3.3715791262961075,4.517435659146221,BAD
Glutamatergic synapse,1/114,0.26588590923208694,0.2831920926732287,0,0,3.3115712138921354,4.38679856497224,PRKACG
Osteoclast differentiation,1/127,0.29139050719430143,0.30853112526455445,0,0,2.96795447738844,3.659757842580537,MAP2K1
Purine metabolism,1/129,0.2952363106707253,0.31077506386392134,0,0,2.9212853773584904,3.563907368992543,PDE5A
Fluid shear stress and atherosclerosis,1/139,0.31416014594522135,0.328772245756627,0,0,2.7082307902652447,3.135731531516588,TP53
Spinocerebellar ataxia,1/143,0.3215892378883452,0.3346015191901857,0,0,2.6314111081583844,2.9852838174088645,MTOR
Retrograde endocannabinoid signaling,1/148,0.3307646079806067,0.34217028411786904,0,0,2.5412655628289054,2.811524862557845,PRKACG
Olfactory transduction,2/440,0.3338612755566493,0.34340016914398214,0,0,1.7130312609764664,1.8792461958932152,PRKACG;CAMK2G
Phagosome,1/152,0.3380171115569395,0.34569931863777903,0,0,2.4734474572035485,2.6828464490666466,C1R
Necroptosis,1/159,0.3505238222671281,0.3564649040004692,0,0,2.3630284213040365,2.477225570202745,CAMK2G
Hippo signaling pathway,1/163,0.35756608136694207,0.36158367778679534,0,0,2.3042161658513858,2.369736762084265,PPP2CB
RNA transport,1/186,0.3966282030909291,0.3988440031081969,0,0,2.015400305966344,1.86375343111202,EIF4E
Cytokine-cytokine receptor interaction,1/295,0.5522427455261598,0.5522427455261598,0,0,1.2611988191503016,0.7488589618941007,CD27
